Título,Autores,Fecha,URL,Fuente
,"María Zapata-Cáceres;
Estefanía Martín-Barroso;
Marcos Román-González",2021,,IEEE Xplore
,Cagin Kazimoglu,2020,,IEEE Xplore
,"Muhammad Kaleem;
Muhammad Awais Hassan;
Syed Khaldoon Khurshid",2024,,IEEE Xplore
,"Jiang Li;
Jennifer Cuddapah;
Marisel Torres-Crespo;
Ann Stewart;
Anthony Williams",2023,,IEEE Xplore
,"T. Ozawa;
M. Matsumoto",2025,,IEEE Xplore
,"Alessio Malizia;
Daniela Fogli;
Federico Danesi;
Tommaso Turchi;
David Bell",2017,,IEEE Xplore
,Osman Yaşar,2017,,IEEE Xplore
,"Richard Marciano;
Sarah Agarrat;
Hannah Frisch;
Margaret Rose Hunt;
Kanishka Jain;
Genevieve Kocienda;
Hannah Krauss;
Chenxi Liu;
Mary McKinley;
Danish Mir;
Connor Mullane;
Emery Patterson;
Debashish Pradhan;
James Santos;
Britton Schams;
Hilary Szu Yin Shiue;
Andy Jose Silva;
Mayhah Suri;
Tahura Turabi;
Mirielle Vasselli;
Jiale Xu",2019,,IEEE Xplore
,"Thiago Schumacher Barcelos;
Ismar Frango Silveira",2012,,IEEE Xplore
,"Maria Cutumisu;
Catherine Adams;
Florence Glanfield;
Connie Yuen;
Chang Lu",2022,,IEEE Xplore
,Alfred V. Aho,2012,,IEEE Xplore
,"Liu Honglin;
Niu Yifan",2022,,IEEE Xplore
,"E. Kaila;
M-J. Laakso;
E. Kurvinen",2018,,IEEE Xplore
,"Yanqin Tang;
Weiwei Chen;
Zhigang Li;
Lei Shi;
Yongfen Wu",2018,,IEEE Xplore
,"Xabier Basogain;
M. A. Olabe;
Juan Carlos Olabe;
R. Ramírez;
M. Del Rosario;
J. Garcia",2016,,IEEE Xplore
,Hasan Jamil,2018,,IEEE Xplore
,"Nitesh Kumar Jha;
Plaban Kumar Bhowmik;
Kaushal Kumar Bhagat",2023,,IEEE Xplore
,"Rose Niousha;
Daisuke Saito;
Hironori Washizaki;
Yoshiaki Fukazawa",2022,,IEEE Xplore
,"Renata Burbaitė;
Vida Drąsutė;
Vytautas Štuikys",2018,,IEEE Xplore
,"Chunmei Yang;
Wencheng Lv;
Wenlan Zhang",2022,,IEEE Xplore
,"Xiaoyong Bo;
You Tang",2021,,IEEE Xplore
,"Patricia Boechler;
Corbett Artym;
Erik Dejong;
Mike Carbonaro;
Eleni Stroulia",2014,,IEEE Xplore
,"Liina Malva;
Danial Hooshyar;
Yeongwook Yang;
Margus Pedaste",2020,,IEEE Xplore
,"Christiano Otero Avila;
Luciana Foss;
Adriana Bordini;
Maria Simone Debacco;
Simone André da Costa Cavalheiro",2019,,IEEE Xplore
,"Xiaolin Chai;
Yan Sun;
Hong Luo;
Mohsen Guizani",2022,,IEEE Xplore
,"Jihan Wang;
Wei Zhang;
Xinyao Zeng;
Panpan Li",2023,,IEEE Xplore
,"Marcello Missiroli;
Daniel Russo;
Paolo Ciancarini",2017,,IEEE Xplore
,Tzong Sheng Deng,2018,,IEEE Xplore
,Tommaso Turchi,2024,,IEEE Xplore
,"C. Enríquez;
O. Aguilar;
F. Domínguez",2016,,IEEE Xplore
,"Barbara Sabitzer;
Heike Demarle-Meusel;
Maria Jarnig",2018,,IEEE Xplore
,"Daniel Pale-Parra;
Christian Pérez-Salazar;
Ángel J. Sánchez-García;
Jorge Octavio Ocharán-Hernández",2023,,IEEE Xplore
,"Jennifer Pietros;
Sara Sweetman;
Minsuk Shim",2022,,IEEE Xplore
,"Frances C. Dancer;
April L. Tanner;
Mary M. Thomas",2021,,IEEE Xplore
,"Edésio Marcos Slomp;
Elcio Schuhmacher;
Vera Rejane Niedsberg Schuhmacher",2021,,IEEE Xplore
,"Kristina Yevseyeva;
Massood Towhidnejad",2012,,IEEE Xplore
,"C. K. Shyamala;
C. Shunmuga Velayutham;
Latha Parameswaran",2017,,IEEE Xplore
,"Ângelo Magno de Jesus;
Ismar Frango Silveira",2019,,IEEE Xplore
,"Ming Zhao;
Mei Zhao;
Xiao-Hong Wang;
Hong-Liang Ma",2020,,IEEE Xplore
,"V. Anantha Narayanan;
C. K. Shyamala;
C. Shunmuga Velayutham",2019,,IEEE Xplore
,"Roberto Munoz;
Thiago S. Barcelos;
Rodolfo Villarroel;
Ismar Frango Silveira",2016,,IEEE Xplore
,Pat Ko,2013,,IEEE Xplore
,"Almir De Oliveira Costa Junior;
João Paulo Felizardo Lima e Silva;
José Anglada Rivera;
Elloá B. Guedes",2022,,IEEE Xplore
,"Md Mahmudur Rahman;
Monir H. Sharker;
Roshan Paudel",2020,,IEEE Xplore
,"A. A. Souza;
T. S. Barcelos;
R. Munoz;
I. F. Silveira;
N. Omar;
L. A. Silva",2017,,IEEE Xplore
,"Merijke Coenraad;
Kelly Mills;
Virginia L. Byrne;
Diane Jass Ketelhut",2020,,IEEE Xplore
,"Felipe Moreno-Vera;
Leonardo León-Vera;
Juan Moreno-Motta;
Juan Guizado-Vasquez;
Michael Vera-Panez",2019,,IEEE Xplore
,"Ting -Jun Lin;
Ibrahim H. Yeter;
Shiyan Jiang;
Osman Yaşar;
Chee -Kit Looi",2022,,IEEE Xplore
,"Dazhi Yang;
Shi Feng",2022,,IEEE Xplore
,"Elisa Castro;
Tiemi Sakata;
Luciana Zaina",2019,,IEEE Xplore
,"Carlos Boya-Lara;
Daniela Diaz-Solano;
Aaron Fehrenbach;
Doris Saavedra",2022,,IEEE Xplore
,HC Lim,2017,,IEEE Xplore
,"Zhiqiang Ma;
Yaqin Liu;
Mingxuan Chen",2020,,IEEE Xplore
,"Claudio Ferreira Rodrigues;
Ismar Frango Silveira",2021,,IEEE Xplore
,"Petr Šaloun;
Michaela Kolárová;
David Andrešič;
Martin Malčik;
Milan Klement",2022,,IEEE Xplore
,"Jiachu Ye;
Xiaoyan Lai;
Gary K.W. Wong",2021,,IEEE Xplore
,"Abdul Halim Abdullah;
Muhammad Asnawi Othman;
Norulhuda Ismail;
Sharifah Nurarfah S. Abd Rahman;
Mahani Mokhtar;
Norasykin Mohd Zaid",2019,,IEEE Xplore
,"Kleber Tavares Fernandes;
Eduardo Henrique da Silva Aranha;
Márcia Jacyntha Nunes R. Lucena;
Gildene Lima de Souza Fernandes",2020,,IEEE Xplore
,"Zuzana Kubincová;
Karolína Miková;
Lucia Budinská",2024,,IEEE Xplore
,"Mario Dumančić;
Nataša Rogulja;
Krešo Tomljenović",2024,,IEEE Xplore
,"Ana Liz Souto Oliveira;
Wilkerson L. Andrade;
Dalton D. Serey Guerrero;
Monilly Ramos Araujo Melo",2021,,IEEE Xplore
,"Pradyuta Padmanabhan;
Alexander Baez;
Carmen Caiseda;
Kathleen McLane;
Nithin Ellanki;
Padmanabhan Seshaiyer;
Byong Kwon;
Erick Massawe",2017,,IEEE Xplore
,"Karin Tengler;
Oliver Kastner-Hauler;
Barbara Sabitzer",2021,,IEEE Xplore
,"Yanting Liu;
Juan Rojas",2019,,IEEE Xplore
,"Mike Tissenbaum;
Josh Sheldon;
Lissa Seop;
Clifford H. Lee;
Natalie Lao",2017,,IEEE Xplore
,S. Tano,1998,,IEEE Xplore
,"Mingzhu Li;
Zhangping Lu;
Liqing Huang;
Canqun He",2010,,IEEE Xplore
,"Jinglei Liu;
Lihong Wang",2010,,IEEE Xplore
,"Haider Al-Juboori;
Gina Noonan",2024,,IEEE Xplore
,"Rui Costa;
Alvaro Costa Neto;
Cristiana Araújo;
Pedro Rangel Henriques",2022,,IEEE Xplore
,"Fengxia Li;
Yufeng Chen;
Yue Yu;
Bo Zhang;
Meiling Sun",2016,,IEEE Xplore
,"Thanachote Lertlapnon;
Naruebes Lueangrungudom;
Sirion Vittayakorn",2022,,IEEE Xplore
,"Noemi V. Mendoza Diaz;
So Yoon Yoon;
Deborah A. Trytten;
Russ Meier",2023,,IEEE Xplore
,"Markeya S. Peteranetz;
Abraham E. Flanigan;
Duane F. Shell;
Leen-Kiat Soh",2017,,IEEE Xplore
,"Zulkifli Tahir;
Amil Ahmad Ilham;
Muhammad Niswar;
Dewiani Djamaluddin",2019,,IEEE Xplore
,"Ana Liz Souto O. de Araujo;
Wilkerson L. Andrade;
Dalton D. Serey Guerrero",2016,,IEEE Xplore
,"Connor Bain;
Gabriella Anton;
Michael Horn;
Uri Wilensky",2019,,IEEE Xplore
,Heba Saleh,2017,,IEEE Xplore
,"Ana Paula Ambrósio;
Cleon Xavier;
Fouad Georges",2014,,IEEE Xplore
,"Andrew Keong Ng;
Indriyati Atmosukarto;
Wean Sin Cheow;
Karin Avnit;
Mun Hin Yong",2021,,IEEE Xplore
,"Shuhan Zhang;
Gary K. W. Wong;
Guangrong Pan",2021,,IEEE Xplore
,"Fábio Machuqueiro;
João Piedade",2023,,IEEE Xplore
,"Huizhong Liu;
Zengqing Wu;
Yili Lu;
Ling Zhu",2023,,IEEE Xplore
,"Sandy I Ching Wang;
Eric Zhi Feng Liu;
Yuan Yen Huang;
Hung Yu Sang",2024,,IEEE Xplore
,"Cristina Azevedo Gomes;
Helena Gomes;
Maria Figueiredo;
António Lucas;
Luís Menezes",2022,,IEEE Xplore
,"Xiaoling Zhang;
Efthimia Aivaloglou;
Marcus Specht",2024,,IEEE Xplore
,"Yu-Sheng Su;
Xiao Wang;
Li Zhao",2024,,IEEE Xplore
,"Sarah Hug;
Suzanne Eyerman;
Raena Cota;
Enrico Pontelli",2018,,IEEE Xplore
,"Patricia Garcia;
Ashley Jackson;
Laura-Ann Jacobs",2020,,IEEE Xplore
,"T. Gomi;
W. Pedrycz;
J.F. Peters;
S. Ramanna",1997,,IEEE Xplore
,Junyuan Shen,2021,,IEEE Xplore
,"Paolo Ciancarini;
Daniel Russo;
Marcello Missiroli",2023,,IEEE Xplore
,D.N. Davis,1999,,IEEE Xplore
,"Joffré Huamán Núñez;
Alejandro Manuel Ecos Espino;
Alejandro Rumaja Alvitez;
Marco Antonio Latorre Vilca",2021,,IEEE Xplore
,"Eric P.S. Baumer;
Jordan Sinclair;
David Hubin;
Bill Tomlinson",2009,,IEEE Xplore
,Hasan M. Jamil,2017,,IEEE Xplore
,Heidi C. Webb,2011,,IEEE Xplore
,"Hasan M. Jamil;
Xin Mou",2022,,IEEE Xplore
,Stella Xin Yin,2022,,IEEE Xplore
,Raúl Trujillo-Cabezas,2022,,IEEE Xplore
,"Chao Wang;
Zhihong Man;
Jiong Jin;
Wenjie Ye",2023,,IEEE Xplore
,"Wartika;
Ayu Pratiwi Ulfah;
Wahyuni;
Lusi Melian;
Novrini Hasti;
Muhamad Agil Alfariski",2023,,IEEE Xplore
,"Haiyan Cai;
Gary K. W. Wong",2022,,IEEE Xplore
,"Xavier Pi I Palomés;
Joan Verdaguer-Codina;
Pau Fonseca I Casas;
José Luis Rubiés-Viera",2024,,IEEE Xplore
,M. Milrad,2004,,IEEE Xplore
,"Sebastian Gross;
Mischa Kim;
Joachim Schlosser;
Coorous Mohtadi;
Dan Lluch;
Dorian Schneider",2014,,IEEE Xplore
,"Katy Howland;
Judith Good;
Keiron Nicholson",2009,,IEEE Xplore
,"Chih-Kai Chang;
Yu-Tzu Tsai;
Ya-Lun Chin",2017,,IEEE Xplore
,"Sharin Jacob;
Clare Baek;
Mark Warschauer",2023,,IEEE Xplore
,"Zeshan Lin;
Meimei Ke",2020,,IEEE Xplore
,"Yeni Anistyasari;
Ekohariadi Ekohariadi;
I. G. P Asto Buditjahjanto;
Shintami C Hidayati",2021,,IEEE Xplore
,"Tao Wu;
Maiga Chang",2021,,IEEE Xplore
,"Jasma Nazreen A;
R. Anitha",2024,,IEEE Xplore
,"Yang Benluo;
Li Shuguang",2008,,IEEE Xplore
,"Ben Khayut;
Lina Fabri;
Maya Avikhana",2022,,IEEE Xplore
,"Sharin Jacob;
Ha Nguyen;
Leiny Garcia;
Debra Richardson;
Mark Warschauer",2020,,IEEE Xplore
,Chao Wang,2022,,IEEE Xplore
,"Yuan He;
Haoyu Yang;
Huiqian He;
Xuejiao Zheng",2023,,IEEE Xplore
,"Chandan Pal Singh;
Yerzhan Kerimbekov;
Tomás Cech",2023,,IEEE Xplore
,Antonio Miguel Seoane Pardo,2018,,IEEE Xplore
,"Waraporn Prompolmaueng;
Apisit Wetmaha;
Pornsuree Jamsri",2021,,IEEE Xplore
,Leonid Perlovsky,2005,,IEEE Xplore
,"Yujie He;
Wei Deng;
Meijuan Liu",2023,,IEEE Xplore
,"Hen-I Yang;
Peter Martin;
Debra Satterfield;
Ryan Babbitt;
Johnny Wong;
Mack Shelley;
Carl K. Chang",2011,,IEEE Xplore
,"Sujitra Arwatchananukul;
Prasara Jakkaew;
Wacharawan Intayoad;
Nattapol Aunsri",2021,,IEEE Xplore
,"Roberto Munoz;
Rodolfo Villarroel;
Thiago S. Barcelos;
FabiáN Riquelme;
ÁNgeles Quezada;
Patricia Bustos-Valenzuela",2018,,IEEE Xplore
,"Nancy Jean Ruzycki;
Lorelie Dela Fuente Imperial;
Krista Dulany;
Jared Carter;
Seleka Naomi Kerr;
Christine Angel Danger;
Leigh Arnold",2021,,IEEE Xplore
,Katy Howland,2009,,IEEE Xplore
,"Pythagoras Karampiperis;
Antonis Koukourikos;
Evangelia Koliopoulou",2014,,IEEE Xplore
,Li Bin,2015,,IEEE Xplore
,"Kleber Tavares Fernandes;
Marcia Lucena;
Eduardo Aranha",2019,,IEEE Xplore
,"Leovy Echeverría;
Ruth Cobos;
Mario Morales",2019,,IEEE Xplore
,"Arturo Rojas-López;
Francisco José García-Peñalvo",2018,,IEEE Xplore
,"T. Burgett;
R. Folk;
J. Fulton;
A. Peel;
E. Pontelli;
V. Szczepanski",2015,,IEEE Xplore
,"R. Folk;
G. Lee;
A. Michalenko;
A. Peel;
E. Pontelli",2015,,IEEE Xplore
,"Rahul Sharma;
Bernardete Ribeiro;
Alexandre Miguel Pinto;
F. Amílcar Cardoso",2018,,IEEE Xplore
,"Hanmi Lee;
Wenqing Zhou;
HongHong Bai;
Weiran Meng;
Tianli Zeng;
Kaiping Peng;
Song Tong;
Takatsune Kumada",2023,,IEEE Xplore
,"Noemi V. Mendoza Diaz;
Deborah A. Trytten;
Russ Meier;
So Yoon Yoon",2021,,IEEE Xplore
,"Sandra Taylor;
Wookhee Min;
Bradford Mott;
Andrew Emerson;
Andy Smith;
Eric Wiebe;
James Lester",2019,,IEEE Xplore
,"Hao Wang;
Chen Zhang;
Wei Wang;
Xiaohui Hu;
Fanjiang Xu",2014,,IEEE Xplore
,"Rafael Herrero-Álvarez;
Enrique Callejas-Castro;
Gara Miranda;
Coromoto León",2024,,IEEE Xplore
,"E. Micheli-Tzanakou;
A. Eugene;
M. Tan;
K. Kim",2004,,IEEE Xplore
,"Elena Kuznetsova;
Natalia Zhbanova;
Tatiana Fomina;
Margarita Karlova",2023,,IEEE Xplore
,"Jun Dong;
Jia-wei Zhang",2008,,IEEE Xplore
,"Ying Zhang;
Gary K.W. Wong",2024,,IEEE Xplore
,"Utku Norman;
Alexandra Chin;
Barbara Bruno;
Pierre Dillenbourg",2022,,IEEE Xplore
,"Nada Sharaf;
Ghada Ahmed;
Ahmed Adel;
Slim Abdennadher;
Kay Berkling",2019,,IEEE Xplore
,"Kitti Surpare;
Choochat Seetao",2021,,IEEE Xplore
,"Mats Daniels;
Arnold Pears;
Aletta Nylén",2021,,IEEE Xplore
,"Worapat Phatarametravorakul;
Suphitsara Cheevanantaporn;
Pornsuree Jamsri",2022,,IEEE Xplore
,"Gregorio Robles;
Jesús Moreno-León;
Efthimia Aivaloglou;
Felienne Hermans",2017,,IEEE Xplore
,"Claudia Hösel;
Manuel Heinzig;
Richard Vogel;
Christian Roschke;
Alexander Kühn;
Falk Schmidsberger;
Matthias Vodel;
Marc Ritter",2022,,IEEE Xplore
,"Peter J. Denning;
Matti Tedre",2019,,IEEE Xplore
,"Jennifer Cross;
Emily Hamner;
Lauren Zito;
Illah Nourbakhsh",2016,,IEEE Xplore
,"Karen Mensing;
Janice Mak;
Megan Bird;
Jeff Billings",2013,,IEEE Xplore
,"Yasumasa Oomori;
Hidekuni Tsukamoto;
Hideo Nagumo;
Yasuhiro Takemura;
Kouki Iida;
Akito Monden;
Ken-ichi Matsumoto",2019,,IEEE Xplore
,Michael C. Jackson,2024,,IEEE Xplore
,"JunSeong Moon;
YeHyun Kim;
Seong Baeg Kim",2023,,IEEE Xplore
,Ran Juan,2017,,IEEE Xplore
,"Andres Gomez De Silva Garza;
Erik Cambria;
Rafael Perez y Perez",2014,,IEEE Xplore
,"Y. Shi;
R. Eberhart",1998,,IEEE Xplore
,"Zerong Xie;
Gary K. W. Wong;
Dickson K. W. Chiu;
Junru Lei",2023,,IEEE Xplore
,"Shan Jiang;
Gary K.W. Wong",2017,,IEEE Xplore
,"Wan-Chong Choi;
Iek-Chong Choi;
Chan-Tong Lam;
António José Mendes",2024,,IEEE Xplore
,"Cristina Azevedo Gomes;
Helena Gomes;
Belmiro Rego;
Bárbara Sousa;
Manuela Loureiro;
Pedro Rocha",2019,,IEEE Xplore
,"Friday Joseph Agbo;
Samuel T. Yigzaw;
Ismaila Temitayo Sanusi;
Solomon Sunday Oyelere;
Alem Habte Mare",2021,,IEEE Xplore
,"Izzah Sakinah Ahmad;
Tze Ying Sim;
Corrienna Abdul Talib;
Sian Lun Lau",2023,,IEEE Xplore
,"Konstantinos Kalovrektis;
Ioannis Dimos;
Apostolos Xanakis;
Athanasios Kakarountas",2023,,IEEE Xplore
,"Alejandro Espinal;
Camilo Vieira;
Eric Bredder;
Jennie Chiu;
Kim Wilkens",2024,,IEEE Xplore
,"Renate Motschnig;
Daniel Pfeiffer;
Anna Gawin;
Peter Gawin;
Michael Steiner;
Lisa Streli",2018,,IEEE Xplore
,"Rudragouda G. Patil;
Syed Zakir Ali",2018,,IEEE Xplore
,"Matthias C. Utesch;
Nilüfer Deniz Faizan;
Helmut Krcmar;
Robert Heininger",2020,,IEEE Xplore
,"J. Ouyang;
D.A. Lowther",2011,,IEEE Xplore
,"Anaís Monserrat Foix Monardes;
Nataly Maritza González Díaz;
Francisco Andrés Muñoz Alarcón;
Silvana Roncagliolo;
Claudio Cubillos",2024,,IEEE Xplore
,"Frederik Gossen;
Dennis Kühn;
Tiziana Margaria;
Anna-Lena Lamprecht",2018,,IEEE Xplore
,"Marah Altaher;
Ahmed Ferchichi",2018,,IEEE Xplore
,"Osmanullrazi Abdullah;
Adzhar Kamaludin;
Nur Shamsiah Abdul Rahman",2021,,IEEE Xplore
,"Bushra Chowdhury;
Dennis Kafura;
Aditya Johri",2022,,IEEE Xplore
,"Y. Miyata;
T. Furnhashi;
Y. Uchikawa",1998,,IEEE Xplore
,"Jitesh Dundas;
Maurice Ling",2023,,IEEE Xplore
,Peter J. Denning,2012,,IEEE Xplore
,"R. Vinayakumar;
K.P. Soman;
Pradeep Menon",2018,,IEEE Xplore
,"Apostolos Xenakis;
Maria Avramouli;
Maria Sabani;
Ilias Savvas;
Costas Chaikalis;
Kalliopi Theodoropoulou",2023,,IEEE Xplore
,"Maria Lucia Barron-Estrada;
Ramon Zatarain-Cabada;
Brandon Antonio Cardenas-Sainz",2020,,IEEE Xplore
,"Peter J. Denning;
Matti Tedre",2019,,IEEE Xplore
,"Peter J. Denning;
Matti Tedre",2019,,IEEE Xplore
,"Maria Cutumisu;
Qi Guo",2019,,IEEE Xplore
,Lai Chaoan,2007,,IEEE Xplore
,"Max Talanov;
Jordi Vallverdú;
Salvatore Distefano;
Manuel Mazzara;
Radhakrishnan Delhibabu",2015,,IEEE Xplore
,Jennifer I. Clark,2020,,IEEE Xplore
,"Gong Chun-yan;
Chen Chao-tian;
Peng Ping;
Xie Zan-fu",2011,,IEEE Xplore
,Cong Zheng,2021,,IEEE Xplore
,"Einstein Sánchez Bardales;
Yuri Reina Marín;
Omer Cruz Caro;
Angelica M. Carrasco Rituay;
Milena Torres Fernández;
River Chavez Santos",2024,,IEEE Xplore
,"Jason L. Causey;
Keyu Li;
Xianghao Chen;
Wei Dong;
Karl Walker;
Jake A. Qualls;
Jonathan Stubblefield;
Jason H. Moore;
Yuanfang Guan;
Xiuzhen Huang",2022,,IEEE Xplore
,"Eduardo Coutinho;
Marcelo Gimenes;
Joao M. Martins;
Eduardo R. Miranda",2005,,IEEE Xplore
,"Nageswaree Kodai Ramsoonder;
Selvamanee Kinnoo;
Anna J Griffin;
Craig Valli;
Nicola F. Johnson",2020,,IEEE Xplore
,"Noemi V. Mendoza Diaz;
Deborah A. Trytten;
Russ Meier",2022,,IEEE Xplore
,"Go Ota;
Yosuke Morimoto;
Hiroshi Kato",2016,,IEEE Xplore
,"Rafael Herrero-Álvarez;
Rafael Arnay;
Eduardo Segredo;
Gara Miranda;
Coromoto León",2025,,IEEE Xplore
,"I. Kobayashi;
M. Sugeno",1995,,IEEE Xplore
,"William Underwood;
Richard Marciano",2019,,IEEE Xplore
,"Chien-Sing Lee;
K. Daniel Wong",2018,,IEEE Xplore
,"Noor Affieyka Natasha Ahamad;
Ismassabah Ismail;
Nurul Hidayah Mat Zain;
Marina Ismail",2024,,IEEE Xplore
,"Ahmad Najmi Amerhaider Nuar;
Mohd Zaidi Abd Rozan;
Mahadi Bahari",2021,,IEEE Xplore
,Andrea E. Johnson,2021,,IEEE Xplore
,"Shuang Du;
Hang Hu",2024,,IEEE Xplore
,"Thamara Villegas Berbesi;
Jorge A. Pineda Vivas",2024,,IEEE Xplore
,W. Duch,2006,,IEEE Xplore
,"Janaina Fonsêca Oliveira;
Cicero Costa Quarto;
André Luís Silva Dos Santos;
Iran Charles Pereira Belfort;
Eveline de Jesus Viana Sá;
Jhonny Robert Sousa Santos",2022,,IEEE Xplore
,"Felippe Fernandes da Silva;
Linnyer Beatrys Ruiz Aylon;
Daniela Eloise Flôr",2020,,IEEE Xplore
,"Ioannis Dimos;
Chrysoula Velaora;
Athanasios Kakarountas",2022,,IEEE Xplore
,"JesÚs Moreno-LeÓn;
Gregorio Robles;
Marcos RomÁn-GonzÁlez",2020,,IEEE Xplore
,"Tony Lowe;
Sean Brophy",2017,,IEEE Xplore
,"Ángela María Muñoz Muñoz;
Sergio Augusto Cardona Torres;
Cristhian Camilo Rodríguez Molina;
Wilmar Stiven Valencia Cardona",2022,,IEEE Xplore
,"Zebel-Al Tareq;
Raja Jamilah Raja Yusof",2024,,IEEE Xplore
,"Dai-Yi Wang;
Zong-Han Wu;
Chuen-Tsai Sun;
S.S.J. Lin",2005,,IEEE Xplore
,"V.I. Dorofeeva;
S.P. Stroev;
D.Yur. Dorofeev",2024,,IEEE Xplore
,"Jonathan Bishop;
Mark M.H. Goode",2021,,IEEE Xplore
,"A.K. Noor;
S.L. Venneri",1998,,IEEE Xplore
,"Ján Guniš;
L’ubomír Šnajder;
L’ubomír Antoni;
Peter Eliaš;
Ondrej Krídlo;
Stanislav Krajči",2025,,IEEE Xplore
,"Victor Winter;
Betty Love;
Michelle Friend;
Michael Matthews",2019,,IEEE Xplore
,"Zhiqi Xu;
Xuewen Shen;
Shengyou Lin;
Fan Zhang",2021,,IEEE Xplore
,"Andoni Eguíluz;
Mariluz Guenaga;
Pablo Garaizar;
Cristian Olivares-Rodríguez",2020,,IEEE Xplore
,"Bjarke Kristian Maigaard Kjær Pedersen;
Kamilla Egedal Andersen;
Anders J⊘rgensen;
Simon Köslich;
Fardin Sherzai;
Jacob Nielsen",2018,,IEEE Xplore
,"Ahmad Najmi Amerhaider Nuar;
Mohd Zaidi Abd Rozan",2019,,IEEE Xplore
,"Marah Altaher;
Ahmed Ferchichi",2017,,IEEE Xplore
,"Nícolas Pierim Pereira;
Kennedy dos Santos Silva;
Valguima Odakura",2018,,IEEE Xplore
,"Ronald Paucar-Curasma;
Klinge Orlando Villalba-Condori;
Nolan Jara Jara;
Rosa Quispe Llamoca;
Roberto Florentino Unsihuay Tovar;
Katherin Felipa Carhuaz Malpartida",2022,,IEEE Xplore
,"K. G. Srinivasa;
Aman Singh;
Kshitij Kumar Singh Chauhan",2024,,IEEE Xplore
,"Chan Jung Park;
Jung Suk Hyun;
Jin Heuilan",2015,,IEEE Xplore
,Bin Li,2015,,IEEE Xplore
,"Kinyua Wachira;
Heywood Ouma Absaloms",2017,,IEEE Xplore
,K. Virginia Lehmkuhl-Dakhwe,2018,,IEEE Xplore
,"Nhon V. Do;
Hien D. Nguyen",2010,,IEEE Xplore
,"Rahul Sharma;
Bernardete Ribeiro;
Alexandre Miguel Pinto;
F. Amílcar Cardoso",2020,,IEEE Xplore
,"Martina Holenko Dlab;
Bojan Crnković;
Ivona Traunkar;
Vedrana Mikulić Crnković",2024,,IEEE Xplore
,"Juan D. Pinto;
Chris Quintana;
Rebecca M. Quintana",2020,,IEEE Xplore
,"Sharin Jacob;
Ha Nguyen;
Debra Richardson;
Mark Warschauer",2019,,IEEE Xplore
,Ricardo Maciel Gazoni,2016,,IEEE Xplore
,"Christian Brackmann;
Dante Barone;
Ana Casali;
Rafael Boucinha;
Susana Muñoz-Hernandez",2016,,IEEE Xplore
,"Bin Li;
Bing Sun;
Wei Yao;
Yuqing He;
Guanggang Song",2019,,IEEE Xplore
,Yingxu Wang,2016,,IEEE Xplore
,"Dan Assaf;
Yair Neuman;
Yohai Cohen;
Shlomo Argamon;
Newton Howard;
Mark Last;
Ophir Frieder;
Moshe Koppel",2013,,IEEE Xplore
,"Tianyong Guo;
Yan Li;
Mingxiao Lu;
Yun Guo",2019,,IEEE Xplore
,"Arnold Pears;
Matti Tedre;
Teemu Valtonen;
Henriikka Vartiainen",2021,,IEEE Xplore
,"Deepa Mary Mathews;
Sajimon Abraham",2017,,IEEE Xplore
,"John F. Pane;
Susan Wiedenbeck",2008,,IEEE Xplore
,"Amy Lisa Graves;
Adam D. Light",2020,,IEEE Xplore
,"Yu Zhou;
Junmei Sun;
Jing Zhang;
Bin Jing;
Hongliang Ma;
Xiaofei Li;
Yifei Han",2024,,IEEE Xplore
,"J. Moreno-León;
Gregorio Robles",2015,,IEEE Xplore
,"Rachna Banerjee;
Jumana Tarazi;
Moaza Juma Abdulla Ahli",2019,,IEEE Xplore
,"Diego Palma;
Del Piero Flores;
Jean Miraval;
Aarón Rodríguez;
Daniel Espinoza;
José Díaz León",2019,,IEEE Xplore
,"Jiangjie Huang;
Xiaoyu Zhang;
Yongchuan Tang",2023,,IEEE Xplore
,"R Vinayakumar;
KP Soman;
Pradeep Menon",2018,,IEEE Xplore
,"Quinn Burke;
Jeremy Roschelle;
Colin Angevine;
Kerri Ann O’Donnell;
Kimberly Smith;
Josh Weisgrau",2019,,IEEE Xplore
,"Peter J. Denning;
Matti Tedre",2019,,IEEE Xplore
,"Peter J. Denning;
Matti Tedre",2019,,IEEE Xplore
,P.C.-H. Cheng,1996,,IEEE Xplore
,"Farah Hanum Noor;
Fitri Suraya Mohamad;
Jacey Lynn Minoi",2020,,IEEE Xplore
,"Jason Causey;
Jonathan Stubblefield;
Jake Qualls;
Jennifer Fowler;
Lingrui Cai;
Karl Walker;
Yuanfang Guan;
Xiuzhen Huang",2022,,IEEE Xplore
,"A. Peel;
J. Fulton;
E. Pontelli",2015,,IEEE Xplore
,"K. Arraki;
K. Blair;
T. Bürgert;
J. Greenling;
J. Haebe;
G. Lee;
A. Peel;
V. Szczepanski;
E. Pontelli;
Sarah Hug",2014,,IEEE Xplore
,"Roberto Munoz;
Thiago Schumacher Barcelos;
Rodolfo Villarroel",2018,,IEEE Xplore
